custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688123_1207173489_glm4_dewrap_join_chunk_0001,688123,聚辰股份,1207173489,1,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7338,6867,3995,3995,19,3995,271,280,公司为集成电路设计企业，主营集成电路产品研发设计和销售，并提供应用解决方案和技术支持，形成 EEPROM、音圈马达驱动芯片和智能卡芯片三条产品线。2018年公司为全球第三大 EEPROM 供应商，份额约8.17%，国内 EEPROM 企业第一；在智能手机摄像头 EEPROM 领域全球第一，份额约42.72%，产品进入三星、华为、vivo、OPPO、小米等终端。公司 EEPROM 覆盖2Kbit-1024Kbit容量，工艺和存储单元由0.35um/7.245um2升级至0.13um/1.01um2，芯片厚度由490um减薄至280um并开发200um方案。,136,82,82,0,7,13,20,25,14,3,17,0.2073170731707317,3,-14,2.426829268292683,
688123_1207173489_glm4_dewrap_join_chunk_0002,688123,聚辰股份,1207173489,2,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7108,6810,3988,3988,19,3988,341,347,发行人 EEPROM 技术迭代集中在工艺制程和存储单元，自设立以来由0.35um/7.245um2、0.18um/2.88um2、0.13um/1.64um2、0.13um/1.26um2升级至0.13um/1.01um2，同一工艺和存储单元完成系列容量开发通常需2-3年，2018年已实现该工艺下128Kbit量产。报告期主营收入以 EEPROM 为主，2016年至2019年1-6月收入占比分别为78.10%、84.40%、89.20%、88.42%。公司采用 Fabless 模式，委外晶圆制造、封装测试，主要晶圆供应商为中芯国际，封测供应商包括江阴长电、日月光半导体等；销售以经销为主，2016年至2019年1-6月经销占比分别为83.70%、86.75%、89.12%、86.55%。,171,78,78,0,6,15,22,22,11,2,13,0.16666666666666666,3,-10,2.2948717948717947,
688123_1207173489_glm4_dewrap_join_chunk_0003,688123,聚辰股份,1207173489,3,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7540,7267,3998,3998,19,3998,251,251,公司主要客户多为长期合作客户，EEPROM、音圈马达驱动芯片的主要下游终端客户为手机模组厂、液晶面板厂商等，且公司产品在主要经销商同类产品中占比较高，经销商变动导致主要终端客户流失的风险较小。公司销售定价综合参考同类产品市场价格、竞争情况、客户区域拓展、合作关系和成本，经销模式下会与终端客户协商销售指导价，再与经销商确定销售价格。境外销售采用经销为主、直销为辅，通常由上海总部发货至香港进出口再对外销售，主要境外客户位于中国香港、中国台湾、韩国，报告期境外销售未受当地进口政策或贸易摩擦重大不利影响。,126,67,67,0,5,18,24,15,5,0,5,0.07462686567164178,3,-2,1.955223880597015,
688123_1207173489_glm4_dewrap_join_chunk_0004,688123,聚辰股份,1207173489,4,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7340,6882,3997,3997,19,3997,175,175,"公司所属行业为“C39计算机、通信和其他电子设备制造业”，主营集成电路产品研发设计和销售，处于集成电路设计环节。行业披露显示，2018年中国集成电路行业销售额为6,532亿元，同比增长20.7%，2014年至2018年复合年均增长率21.3%；同期集成电路设计业销售额2,519.3亿元，同比增长21.5%，设计环节占行业销售额比例升至38.57%。",88,63,63,0,6,38,15,3,1,0,1,0.015873015873015872,2,1,1.2857142857142858,
688123_1207173489_glm4_dewrap_join_chunk_0005,688123,聚辰股份,1207173489,5,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6405,5869,3753,3753,19,3753,201,206,EEPROM 是发行人核心产品所处细分市场，凭借高可靠性、百万次擦写、低成本等特性应用于消费电子、计算机及周边、工业控制、通信等领域，并受智能手机摄像头和汽车电子需求推动。赛迪顾问统计，2018年全球 EEPROM 市场规模7.14亿美元，同比增长5.61%，预计2023年达9.05亿美元；智能手机摄像头 EEPROM 需求由2016年9.08亿颗增至2018年21.63亿颗，预计2023年达55.25亿颗。,101,42,42,0,4,28,8,1,1,0,1,0.023809523809523808,2,1,1.2142857142857142,
688123_1207173489_glm4_dewrap_join_chunk_0006,688123,聚辰股份,1207173489,6,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7131,6638,3977,3977,19,3977,237,238,发行人掌握与主营业务相关的多项核心技术，已取得中国专利44项、美国专利5项，正在申请发明专利20项、集成电路布图设计登记证书44项，并将25项核心技术应用于现有产品及募投项目产品。公司工业级EEPROM已达到国际竞争对手水平，终端用户包括三星、华为、小米、OPPO、京东方、海尔等，并通过英特尔授权AVL Labs认证。2018年公司为全球第三大EEPROM供应商，份额8.17%，在国内企业中第一；智能手机摄像头EEPROM全球第一，份额42.72%，年供货能力近10亿颗。,119,64,64,0,10,31,4,6,9,4,13,0.203125,3,-10,1.765625,
688123_1207173489_glm4_dewrap_join_chunk_0007,688123,聚辰股份,1207173489,7,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6592,6119,3888,3888,19,3888,282,283,公司2015年完成全系列WLCSP EEPROM布局，覆盖2Kbit-1024Kbit，并较早提供128Kbit、量产256Kbit产品，应用于华为Mate/P系列及三星旗舰机型摄像头模组，2017年开发200um典型厚度超薄方案。音圈马达驱动芯片方面，2018年收入占全球市场约0.63%，开环产品在工作电压、最快稳定时间、最大容忍马达频率变化范围等指标达到国际竞争对手水平，并具备驱动芯片与EEPROM二合一技术。智能卡芯片方面，公司非接触逻辑加密卡在最小工作场强、0.13um工艺和嵌入式EEPROM性能等指标达国内领先，智能卡芯片收入占国内市场约0.40%。,141,78,78,0,7,23,8,12,19,9,28,0.358974358974359,3,-25,2.5128205128205128,
688123_1207173489_glm4_dewrap_join_chunk_0008,688123,聚辰股份,1207173489,8,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7046,6285,3968,3968,19,3968,291,295,发行人512Kbit大容量EEPROM工作电压1.7V-5.5V、温度-40℃-85℃，耐擦写400万次、数据保存100年、HBM ESD达8000V，可靠性已达国际竞争对手水平，静电防护和低功耗指标领先。手机摄像头EEPROM方面，公司2015年完成2Kbit-1024Kbit WLCSP全系列布局，较早提供128Kbit并量产256Kbit产品，应用于华为Mate/P系列及三星旗舰机型。其64Kbit、128Kbit、256Kbit WLCSP产品HBM ESD均为8000V，待机及读写功耗低于公开披露的同容量竞争产品；2018年基于1.01um2存储单元实现128Kbit量产。,146,72,72,0,12,20,9,8,16,7,23,0.3194444444444444,3,-20,2.236111111111111,
688123_1207173489_glm4_dewrap_join_chunk_0009,688123,聚辰股份,1207173489,9,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7518,7112,3999,3999,19,3999,310,310,"2018年发行人音圈马达驱动芯片收入593.50万元，按全球1.43亿美元市场规模测算份额约0.63%；智能卡芯片收入3,861.35万元，按中国95.91亿元市场规模测算份额约0.40%。公司截至2019年6月30日拥有境内发明专利28项、实用新型16项、美国专利5项、布图设计44项，正在申请境内发明专利20项。EEPROM方面，公司通过电荷泵、ECC和1.01um2存储单元设计技术提升低电压适配、可靠性和性价比，耐擦写次数由100万次提升至400万次以上，数据保持100年以上。公司2018年为全球第一的智能手机摄像头EEPROM供应商，份额42.72%，并与舜宇、欧菲、丘钛、信利、立景、富士康等形成稳定合作。",155,86,86,0,5,16,18,17,22,8,30,0.3488372093023256,4,-26,2.686046511627907,
688123_1207173489_glm4_dewrap_join_chunk_0010,688123,聚辰股份,1207173489,10,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6497,6099,3673,3673,19,3673,335,335,"报告期内公司主要产品为EEPROM、智能卡芯片和音圈马达驱动芯片，2018年合计产量165,797.00万颗、销量156,992.32万颗，2019年1-6月合计产量99,995.71万颗、销量99,648.61万颗。EEPROM销量从2016年64,086.41万颗增至2018年126,148.02万颗，2017年和2018年增长率分别为26.53%、55.56%。主营收入以EEPROM为主，2016年至2019年1-6月收入占比分别为78.10%、84.40%、89.20%、88.42%。公司销售以经销为主，2018年经销收入38,515.65万元、占89.12%；2019年1-6月前五大客户中深圳市智嘉电子销售4,593.04万元、占营业收入19.17%。",168,78,78,0,4,31,9,10,18,6,24,0.3076923076923077,4,-20,2.3205128205128207,
688123_1207173489_glm4_dewrap_join_chunk_0011,688123,聚辰股份,1207173489,11,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6615,5937,3916,3916,19,3916,230,230,"报告期内公司前五大客户销售占营业收入比例约54.79%至61.23%，主要经销商自2010年至2015年起合作，销售EEPROM、音圈马达驱动芯片、智能卡芯片，应用于手机摄像头、液晶面板、显示器和智能卡等领域，且与公司及董监高、主要股东不存在关联关系。公司不直接从事芯片生产加工，主要采购晶圆和封装测试服务，2019年1-6月采购额分别为8,203.21万元和6,712.69万元，前五大生产加工供应商采购占比98.87%，其中中芯国际承担晶圆及部分封测采购。",115,34,34,0,3,5,6,10,8,2,10,0.29411764705882354,2,-8,2.6176470588235294,
688123_1207173489_glm4_dewrap_join_chunk_0012,688123,聚辰股份,1207173489,12,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6696,6133,3981,3981,19,3981,242,242,公司自2010年起与日月光昆山合作采购芯片封装测试服务，2014年起与华天科技、淄博凯胜合作，2018年因淄博凯胜模块封装测试业务转移至山东新恒汇，公司相应建立与山东新恒汇的业务往来。公司采购价格参照行业平均价格并结合工艺、产能、需求量等商业谈判确定，主要封测供应商确认交易定价具有合理性和公允性。报告期主要产品采取以销定产，EEPROM、智能卡芯片、音圈马达驱动芯片产量与销量总体接近，2019年1-6月采购折扣231.05万元，占当期采购金额1.55%，未对经营业绩造成重大影响。,121,37,37,0,2,8,8,9,8,2,10,0.2702702702702703,3,-7,2.5135135135135136,
688123_1207173489_glm4_dewrap_join_chunk_0013,688123,聚辰股份,1207173489,13,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6322,5627,3999,3999,19,3999,221,221,截至2019年6月30日，发行人在中国已取得44项专利证书，其中发明和实用新型专利覆盖非易失性存储器、EEPROM写保护、音圈马达驱动、智能卡安全、运算放大器等技术方向，部分专利为继受取得并具有资产转让或吸收合并背景。发行人在美国取得5项发明专利，涉及开关电源控制器、存储阵列、非易失性半导体存储器写保护、相机镜头音圈马达驱动及低电压电荷泵电路，且披露境外专利不存在侵犯他人知识产权或影响境外销售情形；同时拥有44项集成电路布图设计登记证书。,111,22,22,0,1,4,4,5,6,2,8,0.36363636363636365,2,-6,2.772727272727273,
688123_1207173489_glm4_dewrap_join_chunk_0014,688123,聚辰股份,1207173489,14,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6830,6135,3949,3949,19,3949,242,244,截至2019年6月30日，发行人44项集成电路布图设计登记证书中42项已用于现有产品或作为技术储备，覆盖EEPROM、运算放大器、智能卡芯片和音圈马达驱动芯片。发行人通过授权使用ViCs、RSA5X、RSA5和NeoBit OTP IP等IP核，但相关IP核仅为辅助工具且存在替代方案。公司取得高新技术企业、集成电路设计企业、集成电路卡注册、商用密码产品型号等资质，并掌握25项核心技术，涉及EEPROM高能效电荷泵、在线纠错、音圈马达快速稳定、智能卡安全防护和CMOS放大器设计等方向。,121,36,36,0,2,6,5,8,10,5,15,0.4166666666666667,3,-12,2.9166666666666665,
688123_1207173489_glm4_dewrap_join_chunk_0015,688123,聚辰股份,1207173489,15,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6587,6082,3968,3968,19,3968,310,311,"报告期内公司核心技术产品收入分别为30,675.37万元、34,385.79万元、43,219.22万元和23,960.40万元，占营业收入比例均为100.00%。发行人核心技术集中于EEPROM、音圈马达驱动芯片、智能卡芯片和运算放大器，其中在线纠错技术将EEPROM耐擦写次数由100万次提升至400万次以上，高温擦写次数达20万次以上；无字节选择管EEPROM阵列使存储器阵列面积减少近1/3。音圈马达快速稳定算法将稳定时间由约100ms-200ms降至几毫秒，PWM调制方式降低约50%-70%驱动功耗，ISO/IEC 14443智能卡芯片数据保存时间最高25年、擦写次数最高50万次、ESD保护电压达8000V。",155,38,38,0,1,4,3,6,14,10,24,0.631578947368421,3,-21,3.526315789473684,
688123_1207173489_glm4_dewrap_join_chunk_0016,688123,聚辰股份,1207173489,16,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7218,6752,3992,3992,19,3992,282,311,公司 EEPROM 核心技术包括在线纠错、编程/擦除电压斜率控制、1.01um2 新一代存储单元设计、多路及读写通路复用 Y 译码驱动、无字节选择管阵列和高精度温度传感器。在线纠错将 EEPROM 耐擦写次数由 100 万次提升至 400 万次以上，数据保持 100 年以上，高温擦写 20 万次以上；1.01um2 工艺下 128Kbit 产品已于 2018 年量产，Y 译码复用节省面积 20%以上，无字节选择管阵列面积减少近 1/3，温度传感器精度达 0.2℃。音圈马达驱动芯片技术可将稳定时间降至几毫秒、周期容忍度达正负 60%以上，PWM 调制降低约 50%-70%功耗，并实现驱动芯片与 EEPROM 二合一。,141,88,88,0,8,16,18,20,22,4,26,0.29545454545454547,3,-23,2.5,
688123_1207173489_glm4_dewrap_join_chunk_0017,688123,聚辰股份,1207173489,17,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6916,6378,3976,3976,19,3976,309,339,发行人 EEPROM 技术体系包括 8 项自主研发技术及多项中美专利，在线纠错将耐擦写次数由 100 万次提升至 400 万次以上，多类 Y 译码和无字节选择管阵列降低芯片面积与成本，高精度温度传感器支撑 SPD EEPROM 及 DDR5 EEPROM 技术储备。音圈马达驱动芯片形成 7 项核心技术并申请多项专利，快速稳定、阻尼算法、自检测和低温漂基准源用于缩短稳定时间，二合一技术在同一工艺上集成音圈马达驱动芯片与 EEPROM，PWM 调制降低约 50%-70%功耗。智能卡芯片形成 6 项核心技术及多项专利，覆盖 ISO/IEC 14443、ISO/IEC 15693、DES/3DES/SMS4 防护、RSA/ECC 加速、主动防御屏蔽层和非接触 CPU 卡低功耗。,155,82,82,0,7,16,20,15,20,4,24,0.2926829268292683,3,-21,2.451219512195122,
688123_1207173489_glm4_dewrap_join_chunk_0018,688123,聚辰股份,1207173489,18,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6387,5722,3736,3736,19,3736,327,371,"公司研发项目覆盖音频功放、DDR5 EEPROM、LP NOR FLASH、智能卡、半桥电机驱动器及多类 EEPROM。2x20W 立体声数字音频功放项目预算 1,487 万元，目标将失调电压降至小于 1mV；8Kbit DDR5 存储芯片与澜起科技合作研发，拟通过两点修调实现最大误差正负 0.25℃、面积 0.35mm*mm，预算 1,009 万元。LP NOR FLASH 已完成流片并测试，拟将待机电流降至 15uA 以下；半桥电机驱动器拟实现 80V 电压应用并向 100V 延伸。报告期研发费用由 2016 年 4,882.59 万元增至 2018 年 6,341.15 万元，2019 年 1-6 月为 2,791.25 万元，占营业收入 11.65%；截至 2019 年 6 月末研发人员 64 人，占员工总数 42.38%。",164,95,95,0,8,10,28,22,22,5,27,0.28421052631578947,4,-23,2.5789473684210527,
688123_1207173489_glm4_dewrap_join_chunk_0019,688123,聚辰股份,1207173489,19,19,results/glm4_dewrap_join_pilot5_20260705/chunks/688123_1207173489_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,3466,3296,1937,1937,19,1937,226,255,"2016 年末至 2019 年 6 月末，公司研发人员由 58 人增至 64 人，2018 年人均产量 2,717.98 万颗、人均产值 708.51 万元，扣除股份支付后人均利润 176.10 万元。公司研发中心包括设计部、系统应用部、测试部、技术开发部，截至 2019 年 6 月 30 日研发人员占比 42.38%，核心技术人员 6 人且保持稳定。公司已通过 ISO9001 质量管理体系认证，质量控制覆盖产品研发验证、晶圆 WAT 检测和可靠性监控、封测进料检验、加工过程控制、测试验收及仓储出货管理。",113,55,55,0,3,18,20,10,4,0,4,0.07272727272727272,3,-1,1.8909090909090909,
688311_1208080135_glm4_dewrap_join_chunk_0001,688311,盟升电子,1208080135,1,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6400,6141,3972,3972,17,3972,210,210,发行人盟升电子专注卫星应用技术，是卫星导航和卫星通信终端设备研发、制造、销售及技术服务企业，产品包括基于北斗的导航接收机、组件、专用测试设备，以及动中通天线、信标机和跟踪接收机等。公司产品覆盖国防军事、海事、民航等领域，已掌握卫星导航和卫星通信终端设备核心技术。高动态、一体式和分体式抗干扰导航接收机、OEM板卡、定位定向接收机等产品具备高动态、抗干扰、宽温、低功耗或高精度指标，部分抗干扰能力高于国内行业水平10dB。,105,64,64,0,5,4,22,14,16,3,19,0.296875,3,-16,2.640625,
688311_1208080135_glm4_dewrap_join_chunk_0002,688311,盟升电子,1208080135,2,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6493,6211,3969,3969,17,3969,313,313,"公司卫星通信动中通产品覆盖有人机、无人机、船载、车载及海事等场景，采用多系统融合跟踪、桁架结构、模块化和多天线集成等设计。有人机、无人机动中通跟踪精度达0.2°以内，可承受40g冲击及10g振动，并能在55,000ft、-55℃至70℃环境下工作；Ka船载动中通下载速率不低于100Mbps，可供700多人使用。报告期内公司收入由2017年16,056.82万元增至2019年28,306.50万元，其中2019年卫星导航和卫星通信收入占比分别为54.06%、45.94%，军工和民用产品占比分别为64.50%、35.50%。外协采购不涉及关键工序或关键技术，2019年外协件采购487.52万元，占原材料采购总额4.04%。",157,92,92,0,3,8,26,22,27,6,33,0.358695652173913,4,-29,2.869565217391304,
688311_1208080135_glm4_dewrap_join_chunk_0003,688311,盟升电子,1208080135,3,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7500,7273,3982,3982,17,3982,237,237,公司对外协厂商实行准入、持续管理、质量检验和现场检查，报告期内未出现因外协产品造成客户产品质量问题。外协环节主要为PCBA、筛选物料、结构件加工、表面处理和第三方实验等非核心环节，公司输出资料经脱密处理，报告期内未发生失泄密问题，2019年10月经四川省保密局现场检查不存在违反保密法律法规情形。公司军品销售依托北斗导航终端、军用动中通天线及核心部件，已列入多家主要军工集团下属科研院所军品采购名录；民品主要销售动中通天线、信标机和跟踪接收机，并开展流量分成业务但暂不扩张。,119,85,85,0,4,23,24,25,8,1,9,0.10588235294117647,4,-5,2.152941176470588,
688311_1208080135_glm4_dewrap_join_chunk_0004,688311,盟升电子,1208080135,4,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7320,7034,3995,3995,17,3995,237,237,"发行人卫星导航产品主要应用于国防军事领域，属于基于北斗卫星导航系统的导航终端设备及核心部件，实际军工运用中仅兼容北斗卫星导航系统；卫星通信产品主要应用于海事、民航市场。公司产品从技术角度可按客户要求兼容北斗、GPS、GLONASS系统，但军工领域为保障位置、时间等战略资源自主可控而使用北斗信号。2009年至2019年我国中央公共财政国防预算支出由4,829.85亿元增至11,898.76亿元，复合增长率9.44%，公司所处军工电子信息领域受国防信息化和装备更新需求带动。",119,88,88,0,7,57,8,10,5,1,6,0.06818181818181818,3,-3,1.4545454545454546,
688311_1208080135_glm4_dewrap_join_chunk_0005,688311,盟升电子,1208080135,5,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7217,6909,3966,3966,17,3966,234,234,"公司卫星通信产品不依赖北斗导航系统，而是与通信卫星进行信息交换；卫星导航产品因主要用于国防军事领域，须使用我国北斗卫星导航系统的信息资源。2017年至2019年，公司卫星导航系列产品收入分别为12,929.47万元、12,211.15万元和15,301.39万元，卫星通信系列产品收入分别为3,127.35万元、8,037.66万元和13,005.11万元，整体增长。公司已成为卫星导航和卫星通信终端设备制造领域国内主要供应商之一，并依托技术、产品和客户优势参与竞争。",117,80,80,0,5,48,12,8,5,2,7,0.0875,4,-3,1.575,
688311_1208080135_glm4_dewrap_join_chunk_0006,688311,盟升电子,1208080135,6,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7355,7076,3998,3998,17,3998,242,242,发行人专注卫星导航和卫星通信终端设备研发、制造、销售及技术服务，是国家高新技术企业，获四川省级工程研究中心和工程实验室、四川省企业技术中心等认定。公司卫星导航产品主要用于国防军事领域，参与多个装备型号研制，多款产品完成定型并进入批量生产，配套层级由模块向整机和系统提升。发行人自主掌握导航天线、微波变频、信号与信息处理等核心技术，具备全国产化设计能力和卫星导航模拟测试设备研制能力，卫星通信动中通产品覆盖机载、船载、车载及L、S、Ku、Ka频段，民航机载动中通通过空客、波音适航认证。,121,78,78,0,2,34,22,12,6,2,8,0.10256410256410256,3,-5,1.8974358974358974,
